period,location,sector,sectorDescription,price,consumption,stocks,price-units,consumption-units,stocks-units
2005-Q4,AZ,10,Other Industrial,48.38,191656,39073,dollars per short ton,short tons,short tons
2005-Q4,CA,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,CO,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,CT,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,DE,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,FL,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,GA,10,Other Industrial,77.41,420984,177732,dollars per short ton,short tons,short tons
2005-Q4,HI,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,IA,10,Other Industrial,36.81,721256,488524,dollars per short ton,short tons,short tons
2005-Q4,ID,10,Other Industrial,38.25,190786,152899,dollars per short ton,short tons,short tons
2005-Q4,IL,10,Other Industrial,33.18,919936,213838,dollars per short ton,short tons,short tons
2005-Q4,IN,10,Other Industrial,61.64,1394730,349252,dollars per short ton,short tons,short tons
2005-Q4,KS,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,KY,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,LA,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,MA,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,MD,10,Other Industrial,62.93,339279,144590,dollars per short ton,short tons,short tons
2005-Q4,ME,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,MI,10,Other Industrial,74.07,497829,542212,dollars per short ton,short tons,short tons
2005-Q4,MN,10,Other Industrial,44.32,385320,265747,dollars per short ton,short tons,short tons
2005-Q4,MO,10,Other Industrial,42.53,271183,79289,dollars per short ton,short tons,short tons
2005-Q4,MS,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,MT,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,NC,10,Other Industrial,68.09,370566,143159,dollars per short ton,short tons,short tons
2005-Q4,ND,10,Other Industrial,12.44,1829414,163208,dollars per short ton,short tons,short tons
2005-Q4,NE,10,Other Industrial,24.12,108131,123453,dollars per short ton,short tons,short tons
2005-Q4,NJ,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,NM,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,NV,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,NY,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,OH,10,Other Industrial,60.57,489663,97082,dollars per short ton,short tons,short tons
2005-Q4,OK,10,Other Industrial,34.6,172375,78273,dollars per short ton,short tons,short tons
2005-Q4,PA,10,Other Industrial,53.54,785530,186058,dollars per short ton,short tons,short tons
2005-Q4,SC,10,Other Industrial,75.69,370057,220714,dollars per short ton,short tons,short tons
2005-Q4,SD,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,TN,10,Other Industrial,64.57,790357,226944,dollars per short ton,short tons,short tons
2005-Q4,TX,10,Other Industrial,25.54,1036296,178471,dollars per short ton,short tons,short tons
2005-Q4,UT,10,Other Industrial,43.82,214241,15522,dollars per short ton,short tons,short tons
2005-Q4,VA,10,Other Industrial,63.91,521659,153451,dollars per short ton,short tons,short tons
2005-Q4,WA,10,Other Industrial,,,,dollars per short ton,short tons,short tons
2005-Q4,WI,10,Other Industrial,60.23,448976,263058,dollars per short ton,short tons,short tons
2005-Q4,WV,10,Other Industrial,69.61,247306,65840,dollars per short ton,short tons,short tons
2005-Q4,WY,10,Other Industrial,26.16,439677,46748,dollars per short ton,short tons,short tons
2005-Q4,CT,2,IPP Non-CHP,,317640,81352,dollars per short ton,short tons,short tons
2005-Q4,DE,2,IPP Non-CHP,,528574,187079,dollars per short ton,short tons,short tons
2005-Q4,IL,2,IPP Non-CHP,,12026755.43,5948682,dollars per short ton,short tons,short tons
2005-Q4,IN,2,IPP Non-CHP,,212519,206094,dollars per short ton,short tons,short tons
2005-Q4,KY,2,IPP Non-CHP,,987428,1115975,dollars per short ton,short tons,short tons
2005-Q4,LA,2,IPP Non-CHP,,1941085,769797,dollars per short ton,short tons,short tons
2005-Q4,MA,2,IPP Non-CHP,,1163312.01,367290,dollars per short ton,short tons,short tons
2005-Q4,MD,2,IPP Non-CHP,,2621799.55,1045593,dollars per short ton,short tons,short tons
2005-Q4,MI,2,IPP Non-CHP,,18629.19,0,dollars per short ton,short tons,short tons
2005-Q4,MN,2,IPP Non-CHP,,164006,307858,dollars per short ton,short tons,short tons
2005-Q4,MS,2,IPP Non-CHP,,994384,0,dollars per short ton,short tons,short tons
2005-Q4,MT,2,IPP Non-CHP,,2930185.58,634075,dollars per short ton,short tons,short tons
2005-Q4,NJ,2,IPP Non-CHP,,784378,231776,dollars per short ton,short tons,short tons
2005-Q4,NY,2,IPP Non-CHP,,2096992.36,811319,dollars per short ton,short tons,short tons
2005-Q4,OH,2,IPP Non-CHP,,4410133,1654938,dollars per short ton,short tons,short tons
2005-Q4,PA,2,IPP Non-CHP,,11363192.94,4758443,dollars per short ton,short tons,short tons
2005-Q4,TX,2,IPP Non-CHP,,15697329,3072535,dollars per short ton,short tons,short tons
2005-Q4,UT,2,IPP Non-CHP,,123507.09,,dollars per short ton,short tons,short tons
2005-Q4,VA,2,IPP Non-CHP,,27839,61683,dollars per short ton,short tons,short tons
2005-Q4,WA,2,IPP Non-CHP,,1875521,117101,dollars per short ton,short tons,short tons
2005-Q4,WI,2,IPP Non-CHP,,9364.83,44457,dollars per short ton,short tons,short tons
2005-Q4,WV,2,IPP Non-CHP,,3147879,816743,dollars per short ton,short tons,short tons
2005-Q4,AK,3,IPP CHP,,45720.48,0,dollars per short ton,short tons,short tons
2005-Q4,AL,3,IPP CHP,,30002,0,dollars per short ton,short tons,short tons
2005-Q4,CA,3,IPP CHP,,230482,163721,dollars per short ton,short tons,short tons
2005-Q4,CO,3,IPP CHP,,83362.62,1781,dollars per short ton,short tons,short tons
2005-Q4,CT,3,IPP CHP,,133291,17240,dollars per short ton,short tons,short tons
2005-Q4,DE,3,IPP CHP,,13899.65,3280,dollars per short ton,short tons,short tons
2005-Q4,FL,3,IPP CHP,,525472.8,206128,dollars per short ton,short tons,short tons
2005-Q4,HI,3,IPP CHP,,189287.16,158999,dollars per short ton,short tons,short tons
2005-Q4,IL,3,IPP CHP,,45439.47,28354,dollars per short ton,short tons,short tons
2005-Q4,IN,3,IPP CHP,,598015.23,125737,dollars per short ton,short tons,short tons
2005-Q4,MD,3,IPP CHP,,180370,86491,dollars per short ton,short tons,short tons
2005-Q4,ME,3,IPP CHP,,32845,0,dollars per short ton,short tons,short tons
2005-Q4,MI,3,IPP CHP,,56843,51376,dollars per short ton,short tons,short tons
2005-Q4,MN,3,IPP CHP,,11357,5234,dollars per short ton,short tons,short tons
2005-Q4,NC,3,IPP CHP,,347322.05,83959,dollars per short ton,short tons,short tons
2005-Q4,NJ,3,IPP CHP,,428198,132169,dollars per short ton,short tons,short tons
2005-Q4,NY,3,IPP CHP,,128208.94,119694,dollars per short ton,short tons,short tons
2005-Q4,OK,3,IPP CHP,,391224,129718,dollars per short ton,short tons,short tons
2005-Q4,PA,3,IPP CHP,,1415359.45,30262,dollars per short ton,short tons,short tons
2005-Q4,VA,3,IPP CHP,,618162.5,101467,dollars per short ton,short tons,short tons
2005-Q4,WV,3,IPP CHP,,99800.86,1738,dollars per short ton,short tons,short tons
2005-Q4,AK,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,AL,8,Commercial and Institutional,,451,,dollars per short ton,short tons,short tons
2005-Q4,AZ,8,Commercial and Institutional,,338,,dollars per short ton,short tons,short tons
2005-Q4,CA,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,CO,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,CT,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,DE,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,FL,8,Commercial and Institutional,,80,,dollars per short ton,short tons,short tons
2005-Q4,GA,8,Commercial and Institutional,,12226,,dollars per short ton,short tons,short tons
2005-Q4,IA,8,Commercial and Institutional,,68560,,dollars per short ton,short tons,short tons
2005-Q4,ID,8,Commercial and Institutional,,3128,,dollars per short ton,short tons,short tons
2005-Q4,IL,8,Commercial and Institutional,,36475,,dollars per short ton,short tons,short tons
2005-Q4,IN,8,Commercial and Institutional,,64145,,dollars per short ton,short tons,short tons
2005-Q4,KY,8,Commercial and Institutional,,72260,,dollars per short ton,short tons,short tons
2005-Q4,MA,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,MD,8,Commercial and Institutional,,7888,,dollars per short ton,short tons,short tons
2005-Q4,ME,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,MI,8,Commercial and Institutional,,38257,,dollars per short ton,short tons,short tons
2005-Q4,MN,8,Commercial and Institutional,,18097,,dollars per short ton,short tons,short tons
2005-Q4,MO,8,Commercial and Institutional,,53693,,dollars per short ton,short tons,short tons
2005-Q4,MT,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,NC,8,Commercial and Institutional,,37269,,dollars per short ton,short tons,short tons
2005-Q4,ND,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,NE,8,Commercial and Institutional,,899,,dollars per short ton,short tons,short tons
2005-Q4,NH,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,NJ,8,Commercial and Institutional,,709,,dollars per short ton,short tons,short tons
2005-Q4,NM,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,NV,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,NY,8,Commercial and Institutional,,39975,,dollars per short ton,short tons,short tons
2005-Q4,OH,8,Commercial and Institutional,,83309,,dollars per short ton,short tons,short tons
2005-Q4,OK,8,Commercial and Institutional,,217,,dollars per short ton,short tons,short tons
2005-Q4,OR,8,Commercial and Institutional,,6,,dollars per short ton,short tons,short tons
2005-Q4,PA,8,Commercial and Institutional,,155689,,dollars per short ton,short tons,short tons
2005-Q4,RI,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,SD,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,TN,8,Commercial and Institutional,,8118,,dollars per short ton,short tons,short tons
2005-Q4,TX,8,Commercial and Institutional,,3003,,dollars per short ton,short tons,short tons
2005-Q4,UT,8,Commercial and Institutional,,11206,,dollars per short ton,short tons,short tons
2005-Q4,VA,8,Commercial and Institutional,,30185,,dollars per short ton,short tons,short tons
2005-Q4,VT,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,WA,8,Commercial and Institutional,,,,dollars per short ton,short tons,short tons
2005-Q4,WI,8,Commercial and Institutional,,104341,,dollars per short ton,short tons,short tons
2005-Q4,WV,8,Commercial and Institutional,,20063,,dollars per short ton,short tons,short tons
2005-Q4,WY,8,Commercial and Institutional,,17291,,dollars per short ton,short tons,short tons
2005-Q4,AL,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2005-Q4,IL,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2005-Q4,IN,9,Coke Plants,94.08,1656591,750539,dollars per short ton,short tons,short tons
2005-Q4,KY,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2005-Q4,MI,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2005-Q4,NY,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2005-Q4,OH,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2005-Q4,PA,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2005-Q4,VA,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2005-Q4,WV,9,Coke Plants,,,,dollars per short ton,short tons,short tons
2005-Q4,AK,94,Independent Power Producers,,45720.48,0,dollars per short ton,short tons,short tons
2005-Q4,AL,94,Independent Power Producers,,30002,0,dollars per short ton,short tons,short tons
2005-Q4,CA,94,Independent Power Producers,,230482,163721,dollars per short ton,short tons,short tons
2005-Q4,CO,94,Independent Power Producers,,83362.62,1781,dollars per short ton,short tons,short tons
2005-Q4,CT,94,Independent Power Producers,,450931,98592,dollars per short ton,short tons,short tons
2005-Q4,DE,94,Independent Power Producers,,542473.65,190359,dollars per short ton,short tons,short tons
2005-Q4,FL,94,Independent Power Producers,65.24,525472.8,206128,dollars per short ton,short tons,short tons
2005-Q4,HI,94,Independent Power Producers,,189287.16,158999,dollars per short ton,short tons,short tons
2005-Q4,IL,94,Independent Power Producers,20.86,12072194.9,5977036,dollars per short ton,short tons,short tons
2005-Q4,IN,94,Independent Power Producers,,810534.23,331831,dollars per short ton,short tons,short tons
2005-Q4,KY,94,Independent Power Producers,,987428,1115975,dollars per short ton,short tons,short tons
2005-Q4,LA,94,Independent Power Producers,,1941085,769797,dollars per short ton,short tons,short tons
2005-Q4,MA,94,Independent Power Producers,,1163312.01,367290,dollars per short ton,short tons,short tons
2005-Q4,MD,94,Independent Power Producers,50.19,2802169.55,1132084,dollars per short ton,short tons,short tons
2005-Q4,ME,94,Independent Power Producers,,32845,0,dollars per short ton,short tons,short tons
2005-Q4,MI,94,Independent Power Producers,,75472.19,51376,dollars per short ton,short tons,short tons
2005-Q4,MN,94,Independent Power Producers,,175363,313092,dollars per short ton,short tons,short tons
2005-Q4,MS,94,Independent Power Producers,,994384,0,dollars per short ton,short tons,short tons
2005-Q4,MT,94,Independent Power Producers,,2930185.58,634075,dollars per short ton,short tons,short tons
2005-Q4,NC,94,Independent Power Producers,,347322.05,83959,dollars per short ton,short tons,short tons
2005-Q4,NJ,94,Independent Power Producers,56.62,1212576,363945,dollars per short ton,short tons,short tons
2005-Q4,NY,94,Independent Power Producers,49.73,2225201.3,931013,dollars per short ton,short tons,short tons
2005-Q4,OH,94,Independent Power Producers,,4410133,1654938,dollars per short ton,short tons,short tons
2005-Q4,OK,94,Independent Power Producers,,391224,129718,dollars per short ton,short tons,short tons
2005-Q4,PA,94,Independent Power Producers,39.33,12778552.39,4788705,dollars per short ton,short tons,short tons
2005-Q4,TX,94,Independent Power Producers,,15697329,3072535,dollars per short ton,short tons,short tons
2005-Q4,UT,94,Independent Power Producers,,123507.09,,dollars per short ton,short tons,short tons
2005-Q4,VA,94,Independent Power Producers,68.35,646001.5,163150,dollars per short ton,short tons,short tons
2005-Q4,WA,94,Independent Power Producers,,1875521,117101,dollars per short ton,short tons,short tons
2005-Q4,WI,94,Independent Power Producers,,9364.83,44457,dollars per short ton,short tons,short tons
2005-Q4,WV,94,Independent Power Producers,32.82,3247679.86,818481,dollars per short ton,short tons,short tons
2005-Q4,AK,98,Electric Power,,101577.48,0,dollars per short ton,short tons,short tons
2005-Q4,AL,98,Electric Power,,9347415.88,2496560,dollars per short ton,short tons,short tons
2005-Q4,AR,98,Electric Power,23.93,3394587,1105492,dollars per short ton,short tons,short tons
2005-Q4,AZ,98,Electric Power,27.76,5347235,2367838,dollars per short ton,short tons,short tons
2005-Q4,CA,98,Electric Power,,230482,163721,dollars per short ton,short tons,short tons
2005-Q4,CO,98,Electric Power,22.05,4577617.93,1948303,dollars per short ton,short tons,short tons
2005-Q4,CT,98,Electric Power,,450931,98592,dollars per short ton,short tons,short tons
2005-Q4,DE,98,Electric Power,,542473.65,190359,dollars per short ton,short tons,short tons
2005-Q4,FL,98,Electric Power,58.61,6874514.8,2942908,dollars per short ton,short tons,short tons
2005-Q4,GA,98,Electric Power,49.91,9388891.92,3030422,dollars per short ton,short tons,short tons
2005-Q4,HI,98,Electric Power,,189287.16,158999,dollars per short ton,short tons,short tons
2005-Q4,IA,98,Electric Power,16.29,5170031.33,2899662,dollars per short ton,short tons,short tons
